Gene	# disorder	gene size	disorder / size
YBR108W	927	948	0.977848101265823
YBR109C	8	148	0.0540540540540541
YBR110W	0	450	0
YBR111C	11	232	0.0474137931034483
YBR111W-A	2	97	0.0206185567010309
YBR112C	598	967	0.618407445708376
YBR114W	172	791	0.217446270543616
YBR115C	42	1393	0.0301507537688442
YBR117C	38	682	0.0557184750733138
YBR118W	44	459	0.0958605664488017
YBR119W	48	299	0.160535117056856
YBR120C	9	163	0.0552147239263804
YBR121C	33	668	0.0494011976047904
YBR122C	78	178	0.438202247191011
YBR123C	165	650	0.253846153846154
YBR125C	17	394	0.0431472081218274
YBR126C	11	496	0.0221774193548387
YBR126W-A	25	69	0.36231884057971
YBR127C	39	518	0.0752895752895753
YBR128C	13	345	0.0376811594202899
YBR129C	56	329	0.170212765957447
YBR130C	255	426	0.598591549295775
YBR131W	81	705	0.114893617021277
YBR132C	14	597	0.0234505862646566
YBR133C	70	828	0.0845410628019324
YBR135W	41	151	0.271523178807947
YBR136W	7	2369	0.00295483326298016
YBR137W	0	180	0
YBR138C	209	525	0.398095238095238
YBR139W	0	509	0
YBR140C	273	3093	0.0882638215324927
YBR141C	26	338	0.0769230769230769
YBR142W	193	774	0.249354005167959
YBR143C	3	438	0.00684931506849315
YBR144C	0	105	0
YBR145W	3	352	0.00852272727272727
YBR146W	23	279	0.0824372759856631
YBR147W	0	297	0
YBR148W	262	610	0.429508196721311
YBR149W	3	345	0.00869565217391304
YBR150C	268	1095	0.244748858447489
YBR151W	8	317	0.0252365930599369
YBR152W	258	292	0.883561643835616
YBR153W	21	245	0.0857142857142857
YBR154C	9	216	0.0416666666666667
YBR155W	67	386	0.173575129533679
YBR156C	563	699	0.805436337625179
YBR157C	126	256	0.4921875
YBR158W	82	550	0.149090909090909
YBR159W	1	348	0.0028735632183908
YBR160W	0	299	0
YBR161W	17	377	0.0450928381962865
YBR162C	87	456	0.190789473684211
YBR162W-A	10	66	0.151515151515152
YBR163W	26	586	0.0443686006825939
YBR164C	0	184	0
YBR165W	58	278	0.20863309352518
YBR166C	6	453	0.0132450331125828
YBR167C	33	141	0.234042553191489
YBR168W	8	414	0.0193236714975845
YBR169C	96	694	0.138328530259366
YBR170C	25	581	0.0430292598967298
YBR171W	0	207	0
YBR172C	389	741	0.524966261808367
YBR173C	88	149	0.590604026845638
YBR175W	0	316	0
YBR176W	0	313	0
YBR177C	23	452	0.0508849557522124
YBR179C	89	856	0.103971962616822
YBR180W	92	573	0.160558464223386
YBR181C	65	237	0.274261603375527
YBR182C	269	453	0.593818984547461
YBR182C-A	4	65	0.0615384615384615
YBR183W	0	317	0
YBR184W	59	524	0.112595419847328
YBR185C	16	279	0.0573476702508961
YBR186W	23	565	0.0407079646017699
YBR187W	1	281	0.00355871886120996
YBR188C	88	141	0.624113475177305
YBR189W	48	196	0.244897959183673
YBR191W	20	161	0.124223602484472
YBR192W	11	378	0.0291005291005291
YBR193C	38	224	0.169642857142857
YBR194W	109	124	0.879032258064516
YBR195C	22	423	0.0520094562647754
YBR196C	6	555	0.0108108108108108
YBR196C-A	0	50	0
YBR196C-B	0	35	0
YBR197C	191	218	0.876146788990826
YBR198C	263	799	0.329161451814768
YBR199W	15	465	0.032258064516129
YBR200W	113	552	0.204710144927536
YBR200W-A	0	55	0
YBR201W	0	212	0
YBR201C-A	0	68	0
YBR202W	93	846	0.109929078014184
YBR203W	291	925	0.314594594594595
YBR204C	2	376	0.00531914893617021
YBR205W	2	405	0.00493827160493827
YBR207W	58	466	0.124463519313305
YBR208C	40	1836	0.0217864923747277
YBR209W	0	106	0
YBR210W	0	143	0
YBR211C	79	325	0.243076923076923
YBR212W	354	673	0.526002971768202
YBR213W	1	275	0.00363636363636364
YBR214W	195	528	0.369318181818182
YBR215W	548	626	0.875399361022364
YBR216C	9	675	0.0133333333333333
YBR217W	77	187	0.411764705882353
YBR218C	32	1181	0.0270956816257409
YBR219C	0	128	0
YBR220C	2	561	0.0035650623885918
YBR221C	0	367	0
YBR221W-A	21	35	0.6
YBR222C	38	544	0.0698529411764706
YBR223C	28	545	0.0513761467889908
YBR225W	336	901	0.37291897891232
YBR227C	50	521	0.0959692898272553
YBR228W	4	305	0.0131147540983607
YBR229C	14	955	0.0146596858638743
YBR230C	23	135	0.17037037037037
YBR230W-A	0	67	0
YBR231C	177	304	0.582236842105263
YBR233W	81	414	0.195652173913043
YBR233W-A	32	95	0.336842105263158
YBR234C	20	385	0.051948051948052
YBR235W	114	1121	0.101694915254237
YBR236C	96	437	0.219679633867277
YBR237W	213	850	0.250588235294118
YBR238C	208	732	0.284153005464481
YBR239C	127	530	0.239622641509434
YBR240C	49	451	0.108647450110865
YBR241C	28	489	0.0572597137014315
YBR242W	8	239	0.0334728033472803
YBR243C	0	449	0
YBR244W	0	163	0
YBR245C	206	1130	0.182300884955752
YBR246W	1	388	0.00257731958762887
YBR247C	161	484	0.332644628099174
YBR248C	12	553	0.0216998191681736
YBR249C	34	371	0.091644204851752
YBR250W	8	524	0.0152671755725191
YBR251W	31	308	0.100649350649351
YBR252W	9	148	0.0608108108108108
YBR253W	9	122	0.0737704918032787
YBR254C	18	176	0.102272727272727
YBR255W	367	695	0.528057553956835
YBR255C-A	4	121	0.0330578512396694
YBR256C	8	239	0.0334728033472803
YBR257W	3	280	0.0107142857142857
YBR258C	54	143	0.377622377622378
YBR259W	11	689	0.0159651669085631
YBR260C	190	667	0.284857571214393
YBR261C	19	233	0.0815450643776824
YBR262C	1	107	0.00934579439252336
YBR263W	21	491	0.0427698574338086
YBR264C	1	200	0.005
YBR265W	1	321	0.00311526479750779
YBR267W	134	394	0.34010152284264
YBR268W	6	106	0.0566037735849057
YBR269C	110	139	0.79136690647482
YBR270C	217	546	0.397435897435897
YBR271W	27	420	0.0642857142857143
YBR272C	1	481	0.00207900207900208
YBR273C	177	437	0.405034324942792
YBR274W	4	528	0.00757575757575758
YBR275C	682	1917	0.355764214919145
YBR276C	35	808	0.0433168316831683
YBR278W	94	202	0.465346534653465
YBR279W	150	446	0.336322869955157
YBR280C	170	638	0.266457680250784
YBR281C	3	879	0.00341296928327645
YBR282W	23	147	0.156462585034014
YBR283C	0	491	0
YBR284W	41	798	0.0513784461152882
YBR285W	35	145	0.241379310344828
YBR286W	44	538	0.0817843866171004
YBR287W	30	428	0.0700934579439252
YBR288C	12	484	0.0247933884297521
YBR289W	456	906	0.503311258278146
YBR290W	112	322	0.347826086956522
YBR291C	5	300	0.0166666666666667
YBR292C	2	124	0.0161290322580645
YBR293W	2	475	0.00421052631578947
YBR294W	43	860	0.05
YBR295W	74	1217	0.0608052588331964
YBR296C	22	575	0.0382608695652174
YBR296C-A	0	40	0
YBR297W	3	469	0.00639658848614072
YBR298C	69	615	0.11219512195122
YBR298C-A	0	74	0
YBR299W	15	585	0.0256410256410256
YBR301W	0	121	0
YBR302C	0	380	0
YCL073C	0	616	0
YCL069W	10	459	0.0217864923747277
YCL068C	0	261	0
YCL067C	17	211	0.0805687203791469
YCL066W	2	176	0.0113636363636364
YCL064C	1	361	0.00277008310249307
YCL063W	238	424	0.561320754716981
YCL061C	753	1097	0.686417502278943
YCL059C	52	317	0.16403785488959
YCL058C	0	153	0
YCL058W-A	102	114	0.894736842105263
YCL057C-A	23	98	0.23469387755102
YCL057W	3	713	0.00420757363253857
YCL056C	0	145	0
YCL055W	48	336	0.142857142857143
YCL054W-A	0	29	0
YCL054W	375	842	0.445368171021378
YCL052C	10	417	0.0239808153477218
YCL051W	421	584	0.720890410958904
YCL050C	53	322	0.164596273291925
YCL049C	18	313	0.0575079872204473
YCL048W-A	24	80	0.3
YCL048W	10	464	0.021551724137931
YCL047C	0	259	0
YCL045C	6	761	0.00788436268068331
YCL044C	95	418	0.227272727272727
YCL043C	25	523	0.0478011472275335
YCL042W	63	120	0.525
YCL040W	16	501	0.031936127744511
YCL039W	19	746	0.0254691689008043
YCL038C	0	529	0
YCL037C	309	435	0.710344827586207
YCL036W	50	567	0.0881834215167548
YCL035C	3	111	0.027027027027027
YCL034W	101	355	0.284507042253521
YCL033C	3	169	0.0177514792899408
YCL032W	153	347	0.440922190201729
YCL031C	21	298	0.0704697986577181
YCL030C	13	800	0.01625
YCL029C	277	441	0.6281179138322
YCL028W	346	406	0.852216748768473
YCL027W	149	513	0.290448343079922
YCL026C-B	17	194	0.0876288659793814
YCL026C-A	8	194	0.0412371134020619
YCL025C	104	634	0.16403785488959
YCL024W	405	1038	0.390173410404624
YCL021W-A	0	126	0
YCL019W	402	1771	0.226990400903444
YCL020W	247	439	0.562642369020501
YCL018W	11	365	0.0301369863013699
YCL017C	45	498	0.0903614457831325
YCL016C	1	381	0.0026246719160105
YCL014W	694	1637	0.423946243127673
YCL012C	9	135	0.0666666666666667
YCL011C	176	428	0.411214953271028
YCL010C	62	260	0.238461538461538
YCL009C	53	310	0.170967741935484
YCL008C	87	386	0.225388601036269
YCL005W-A	0	74	0
YCL005W	69	257	0.268482490272374
YCL004W	2	522	0.00383141762452107
YCL002C	0	264	0
YCL001W	5	189	0.0264550264550265
YCL001W-A	0	154	0
YCL001W-B	0	85	0
YCR001W	0	105	0
YCR002C	8	323	0.0247678018575851
YCR003W	45	184	0.244565217391304
YCR004C	48	248	0.193548387096774
YCR005C	11	461	0.0238611713665944
YCR006C	5	158	0.0316455696202532
YCR007C	7	240	0.0291666666666667
YCR008W	255	604	0.422185430463576
YCR009C	0	266	0
YCR010C	38	284	0.133802816901408
YCR011C	49	1050	0.0466666666666667
YCR012W	19	417	0.0455635491606715
YCR014C	36	583	0.0617495711835334
YCR015C	0	318	0
YCR016W	126	291	0.43298969072165
YCR017C	23	954	0.0241090146750524
YCR018C	96	222	0.432432432432432
YCR019W	4	364	0.010989010989011
YCR020C	0	216	0
YCR020C-A	0	89	0
YCR020W-B	49	79	0.620253164556962
YCR021C	41	333	0.123123123123123
YCR022C	0	115	0
YCR023C	58	612	0.0947712418300654
YCR024C	4	493	0.00811359026369168
YCR024C-B	0	89	0
YCR024C-A	0	41	0
YCR025C	23	137	0.167883211678832
YCR026C	110	743	0.148048452220727
YCR027C	0	210	0
YCR028C	40	513	0.0779727095516569
YCR028C-A	20	136	0.147058823529412
YCR030C	364	871	0.417910447761194
YCR031C	54	138	0.391304347826087
YCR032W	18	2168	0.00830258302583026
YCR033W	860	1227	0.700896495517522
YCR034W	14	348	0.0402298850574713
YCR035C	10	395	0.0253164556962025
YCR036W	5	334	0.0149700598802395
YCR037C	100	924	0.108225108225108
YCR038C	1	643	0.0015552099533437
YCR039C	17	211	0.0805687203791469
YCR040W	2	176	0.0113636363636364
YCR041W	0	111	0
YCR042C	154	1408	0.109375
YCR043C	0	128	0
YCR044C	0	358	0
YCR045C	13	492	0.0264227642276423
YCR046C	0	170	0
YCR047C	54	276	0.195652173913043
YCR048W	83	611	0.135842880523732
YCR050C	1	103	0.00970873786407767
YCR051W	91	223	0.408071748878924
YCR052W	195	484	0.402892561983471
YCR053W	18	515	0.0349514563106796
YCR054C	14	564	0.024822695035461
YCR057C	97	924	0.104978354978355
YCR059C	36	259	0.138996138996139
YCR060W	6	112	0.0535714285714286
YCR061W	45	632	0.0712025316455696
YCR063W	11	158	0.069620253164557
YCR065W	260	565	0.460176991150442
YCR066W	198	488	0.405737704918033
YCR067C	375	1066	0.351782363977486
YCR068W	41	521	0.0786948176583493
YCR069W	15	319	0.0470219435736677
YCR071C	0	147	0
YCR072C	42	516	0.0813953488372093
YCR073C	43	1332	0.0322822822822823
YCR073W-A	43	316	0.136075949367089
YCR075C	0	261	0
YCR075W-A	2	76	0.0263157894736842
YCR076C	155	251	0.617529880478088
YCR077C	380	797	0.476787954830615
YCR079W	26	443	0.0586907449209932
YCR081W	56	1428	0.0392156862745098
YCR082W	0	129	0
YCR083W	0	128	0
YCR084C	311	714	0.435574229691877
YCR085W	0	118	0
YCR086W	12	191	0.06282722513089
YCR087C-A	46	154	0.298701298701299
YCR088W	447	593	0.753794266441821
YCR089W	303	1610	0.188198757763975
YCR090C	0	183	0
YCR091W	232	721	0.321775312066574
YCR092C	103	1019	0.10107948969578
YCR093W	140	2109	0.0663821716453295
YCR094W	27	392	0.0688775510204082
YCR095C	21	363	0.0578512396694215
YCR095W-A	0	53	0
YCR096C	20	120	0.166666666666667
YCR097W	17	127	0.133858267716535
YCR098C	24	519	0.046242774566474
YCR099C	0	156	0
YCR100C	0	317	0
YCR101C	0	183	0
YCR102C	6	369	0.016260162601626
YCR104W	0	125	0
YCR105W	0	362	0
YCR106W	4	833	0.00480192076830732
YCR107W	6	364	0.0164835164835165
YCR108C	0	64	0
YDL248W	0	384	0
YDL247W	36	610	0.059016393442623
YDL246C	3	358	0.00837988826815642
YDL245C	18	568	0.0316901408450704
YDL244W	0	341	0
YDL243C	20	330	0.0606060606060606
YDL242W	8	118	0.0677966101694915
YDL241W	3	124	0.0241935483870968
YDL240W	73	1018	0.0717092337917485
YDL239C	262	791	0.331226295828066
YDL238C	25	490	0.0510204081632653
YDL237W	0	391	0
YDL236W	0	313	0
YDL235C	0	168	0
YDL234C	40	747	0.0535475234270415
YDL233W	176	459	0.383442265795207
YDL232W	0	37	0
YDL231C	71	1126	0.0630550621669627
YDL230W	10	336	0.0297619047619048
YDL229W	12	614	0.0195439739413681
YDL227C	23	587	0.0391822827938671
YDL226C	185	353	0.524079320113314
YDL225W	201	552	0.364130434782609
YDL224C	361	650	0.555384615384615
YDL223C	1047	1047	1
YDL222C	59	310	0.190322580645161
YDL220C	99	925	0.107027027027027
YDL219W	0	151	0
YDL218W	122	318	0.383647798742138
YDL217C	33	208	0.158653846153846
YDL216C	88	441	0.199546485260771
YDL215C	13	1093	0.0118938700823422
YDL214C	100	700	0.142857142857143
YDL213C	170	226	0.752212389380531
YDL212W	29	211	0.137440758293839
YDL211C	68	373	0.18230563002681
YDL210W	4	572	0.00699300699300699
YDL209C	65	340	0.191176470588235
YDL208W	28	157	0.178343949044586
YDL207W	174	539	0.322820037105751
YDL206W	12	763	0.0157273918741809
YDL205C	0	328	0
YDL204W	205	394	0.520304568527919
YDL203C	215	624	0.344551282051282
YDL202W	33	250	0.132
YDL201W	34	287	0.118466898954704
YDL200C	0	189	0
YDL199C	138	688	0.200581395348837
YDL198C	4	301	0.0132890365448505
YDL197C	199	526	0.378326996197719
YDL195W	540	1274	0.423861852433281
YDL194W	351	885	0.396610169491525
YDL193W	73	376	0.194148936170213
YDL192W	0	182	0
YDL191W	7	121	0.0578512396694215
YDL190C	54	962	0.0561330561330561
YDL189W	282	458	0.615720524017467
YDL188C	83	378	0.21957671957672
YDL186W	129	278	0.464028776978417
YDL185W	27	1072	0.0251865671641791
YDL184C	26	26	1
YDL183C	16	321	0.0498442367601246
YDL182W	33	429	0.0769230769230769
YDL181W	50	86	0.581395348837209
YDL180W	30	548	0.0547445255474453
YDL179W	37	305	0.121311475409836
YDL178W	6	531	0.0112994350282486
YDL177C	35	171	0.204678362573099
YDL176W	60	709	0.0846262341325811
YDL175C	195	345	0.565217391304348
YDL174C	36	588	0.0612244897959184
YDL173W	253	296	0.85472972972973
YDL171C	126	2146	0.0587138863000932
YDL170W	14	529	0.0264650283553875
YDL169C	120	224	0.535714285714286
YDL168W	3	387	0.00775193798449612
YDL167C	287	720	0.398611111111111
YDL166C	24	198	0.121212121212121
YDL165W	0	192	0
YDL164C	129	756	0.170634920634921
YDL161W	300	455	0.659340659340659
YDL160C-A	10	81	0.123456790123457
YDL160C	120	507	0.236686390532544
YDL159W-A	0	44	0
YDL159W	93	516	0.180232558139535
YDL157C	8	119	0.0672268907563025
YDL156W	105	523	0.200764818355641
YDL155W	121	428	0.282710280373832
YDL154W	10	902	0.0110864745011086
YDL153C	465	611	0.761047463175123
YDL150W	293	423	0.692671394799054
YDL149W	337	998	0.337675350701403
YDL148C	400	811	0.493218249075216
YDL147W	2	446	0.00448430493273543
YDL146W	77	492	0.15650406504065
YDL145C	87	1202	0.0723793677204659
YDL144C	0	357	0
YDL143W	24	529	0.0453686200378072
YDL142C	4	284	0.0140845070422535
YDL141W	19	691	0.0274963820549928
YDL140C	346	1734	0.199538638985006
YDL139C	142	224	0.633928571428571
YDL138W	160	764	0.209424083769634
YDL137W	0	182	0
YDL136W	7	121	0.0578512396694215
YDL135C	17	203	0.083743842364532
YDL134C	76	370	0.205405405405405
YDL133C-A	26	26	1
YDL133W	99	438	0.226027397260274
YDL132W	28	816	0.0343137254901961
YDL131W	37	441	0.0839002267573696
YDL130W-A	48	87	0.551724137931034
YDL130W	24	107	0.224299065420561
YDL129W	193	292	0.660958904109589
YDL128W	4	412	0.00970873786407767
YDL127W	47	309	0.15210355987055
