Gene	# disorder	gene size	disorder / size
>B0024.13_gene=WBGene00007102	0	310	0
>B0024.14a_gene=WBGene00007103	88	901	0.097669256381798
>B0024.14b_gene=WBGene00007103	88	967	0.0910031023784902
>B0024.14d_gene=WBGene00007103	87	905	0.0961325966850829
>B0024.14f_gene=WBGene00007103	88	876	0.100456621004566
>B0024.15_gene=WBGene00007104	1	345	0.00289855072463768
>B0025.1a_gene=WBGene00006932	78	902	0.0864745011086474
>B0025.1b_gene=WBGene00006932	77	651	0.118279569892473
>B0025.1c_gene=WBGene00006932	76	898	0.0846325167037862
>B0025.2_gene=WBGene00000814	84	496	0.169354838709677
>B0025.4_gene=WBGene00015001	104	149	0.697986577181208
>B0025.5_gene=WBGene00194700	13	74	0.175675675675676
>B0034.1_gene=WBGene00015002	168	255	0.658823529411765
>B0034.2_gene=WBGene00015003	0	40	0
>B0034.3a_gene=WBGene00000403	145	985	0.147208121827411
>B0034.3b_gene=WBGene00000403	103	168	0.613095238095238
>B0034.3c_gene=WBGene00000403	106	161	0.658385093167702
>B0034.4_gene=WBGene00015004	186	217	0.857142857142857
>B0034.5_gene=WBGene00015005	0	365	0
>B0034.7_gene=WBGene00044394	78	79	0.987341772151899
>B0035.1a_gene=WBGene00007105	204	299	0.682274247491639
>B0035.1b_gene=WBGene00007105	260	342	0.760233918128655
>B0035.2_gene=WBGene00001020	0	338	0
>B0035.3_gene=WBGene00007106	0	204	0
>B0035.4_gene=WBGene00007107	18	127	0.141732283464567
>B0035.5_gene=WBGene00007108	11	523	0.0210325047801147
>B0035.6_gene=WBGene00007109	54	728	0.0741758241758242
>B0035.7_gene=WBGene00001921	41	128	0.3203125
>B0035.8_gene=WBGene00001922	48	124	0.387096774193548
>B0035.9_gene=WBGene00001920	17	104	0.163461538461538
>B0035.10_gene=WBGene00001919	46	137	0.335766423357664
>B0035.11_gene=WBGene00007110	372	431	0.863109048723898
>B0035.12_gene=WBGene00007111	189	837	0.225806451612903
>B0035.13_gene=WBGene00007112	4	298	0.0134228187919463
>B0035.14a_gene=WBGene00001019	166	402	0.412935323383085
>B0035.14b_gene=WBGene00001019	0	47	0
>B0035.15_gene=WBGene00007113	94	284	0.330985915492958
>B0035.16_gene=WBGene00007114	11	376	0.0292553191489362
>B0035.18_gene=WBGene00044290	0	91	0
>B0035.21_gene=WBGene00235095	17	56	0.303571428571429
>B0035.22_gene=WBGene00303031	0	10	0
>B0041.1_gene=WBGene00015006	0	117	0
>B0041.2a_gene=WBGene00015007	628	707	0.888260254596888
>B0041.2b_gene=WBGene00015007	667	747	0.892904953145917
>B0041.2c_gene=WBGene00015007	625	705	0.886524822695035
>B0041.2d_gene=WBGene00015007	670	749	0.894526034712951
>B0041.2e_gene=WBGene00015007	666	729	0.91358024691358
>B0041.2f_gene=WBGene00015007	664	727	0.91334250343879
>B0041.2g_gene=WBGene00015007	623	687	0.90684133915575
>B0041.3_gene=WBGene00015008	29	160	0.18125
>B0041.4_gene=WBGene00004415	49	346	0.141618497109827
>B0041.5a_gene=WBGene00015009	2	430	0.00465116279069767
>B0041.5c_gene=WBGene00015009	2	381	0.005249343832021
>B0041.6a_gene=WBGene00015010	8	141	0.0567375886524823
>B0041.6b_gene=WBGene00015010	9	138	0.0652173913043478
>B0041.7_gene=WBGene00006961	590	1360	0.433823529411765
>B0041.8_gene=WBGene00015011	33	200	0.165
>B0041.11_gene=WBGene00206362	47	47	1
>B0041.12_gene=WBGene00303032	0	11	0
>B0047.1_gene=WBGene00015012	0	272	0
>B0047.3_gene=WBGene00015014	4	243	0.0164609053497942
>B0047.4_gene=WBGene00015015	4	187	0.0213903743315508
>B0198.1_gene=WBGene00006646	7	280	0.025
>B0198.2a_gene=WBGene00007115	152	286	0.531468531468531
>B0198.2b_gene=WBGene00007115	165	311	0.530546623794212
>B0198.3a_gene=WBGene00007116	96	1014	0.0946745562130177
>B0205.1a_gene=WBGene00015017	58	758	0.0765171503957784
>B0205.1b_gene=WBGene00015017	55	707	0.0777934936350778
>B0205.2a_gene=WBGene00015018	0	309	0
>B0205.2b_gene=WBGene00015018	0	330	0
>B0205.3_gene=WBGene00004466	154	347	0.443804034582133
>B0205.4_gene=WBGene00015019	0	400	0
>B0205.5_gene=WBGene00015020	0	33	0
>B0205.6_gene=WBGene00015021	29	413	0.0702179176755448
>B0205.7_gene=WBGene00002191	33	361	0.0914127423822715
>B0205.8_gene=WBGene00015022	119	121	0.983471074380165
>B0205.9_gene=WBGene00015023	82	533	0.153846153846154
>B0205.10_gene=WBGene00015024	434	456	0.951754385964912
>B0205.11_gene=WBGene00015025	23	277	0.0830324909747292
>B0205.12_gene=WBGene00044413	0	51	0
>B0205.13_gene=WBGene00044644	13	100	0.13
>B0205.14_gene=WBGene00044646	6	76	0.0789473684210526
>B0207.1_gene=WBGene00015026	226	565	0.4
>B0207.2_gene=WBGene00015027	81	192	0.421875
>B0207.3_gene=WBGene00001676	0	409	0
>B0207.4_gene=WBGene00000099	23	306	0.0751633986928105
>B0207.5a_gene=WBGene00015028	1685	3655	0.461012311901505
>B0207.5b_gene=WBGene00015028	1695	3665	0.462482946793997
>B0207.6_gene=WBGene00015029	0	269	0
>B0207.7_gene=WBGene00015030	48	374	0.128342245989305
>B0207.9_gene=WBGene00015032	52	142	0.366197183098592
>B0207.10_gene=WBGene00015033	8	82	0.0975609756097561
>B0207.11_gene=WBGene00015034	122	249	0.48995983935743
>B0207.12a_gene=WBGene00000232	0	417	0
>B0207.12b_gene=WBGene00000232	0	431	0
>B0207.12c_gene=WBGene00000232	0	240	0
>B0212.1a_gene=WBGene00015035	9	616	0.0146103896103896
>B0212.1b_gene=WBGene00015035	151	753	0.200531208499336
>B0212.1c_gene=WBGene00015035	21	632	0.0332278481012658
>B0212.2_gene=WBGene00015036	23	393	0.0585241730279898
>B0212.3_gene=WBGene00015037	95	673	0.141158989598811
>B0212.4a_gene=WBGene00015038	9	383	0.0234986945169713
>B0212.4b_gene=WBGene00015038	6	384	0.015625
>B0212.4c_gene=WBGene00015038	6	314	0.0191082802547771
>B0212.4d_gene=WBGene00015038	6	128	0.046875
>B0212.5_gene=WBGene00003889	199	938	0.212153518123667
>B0213.2_gene=WBGene00003765	0	73	0
>B0213.3_gene=WBGene00003766	0	66	0
>B0213.4_gene=WBGene00003767	0	74	0
>B0213.5_gene=WBGene00003768	0	70	0
>B0213.6_gene=WBGene00003769	0	76	0
>B0213.7_gene=WBGene00006142	0	334	0
>B0213.8_gene=WBGene00006141	0	363	0
>B0213.9_gene=WBGene00006274	2	345	0.00579710144927536
>B0213.10_gene=WBGene00015040	0	500	0
>B0213.11a_gene=WBGene00015041	15	499	0.030060120240481
>B0213.11b_gene=WBGene00015041	15	327	0.0458715596330275
>B0213.11c_gene=WBGene00015041	15	442	0.0339366515837104
>B0213.12_gene=WBGene00015042	2	500	0.004
>B0213.14_gene=WBGene00015043	19	500	0.038
>B0213.15a_gene=WBGene00015044	6	500	0.012
>B0213.15b_gene=WBGene00015044	4	517	0.00773694390715667
>B0213.15c_gene=WBGene00015044	8	120	0.0666666666666667
>B0213.15d_gene=WBGene00015044	3	137	0.0218978102189781
>B0213.16_gene=WBGene00015045	0	500	0
>B0213.17_gene=WBGene00015046	0	60	0
>B0218.1_gene=WBGene00015047	19	573	0.0331588132635253
>B0218.2_gene=WBGene00015048	39	572	0.0681818181818182
>B0218.3_gene=WBGene00004055	48	378	0.126984126984127
>B0218.5_gene=WBGene00015049	31	368	0.0842391304347826
>B0218.6a_gene=WBGene00015050	22	309	0.0711974110032362
>B0218.6b_gene=WBGene00015050	20	185	0.108108108108108
>B0218.7_gene=WBGene00015051	117	283	0.413427561837456
>B0218.8_gene=WBGene00015052	9	309	0.029126213592233
>B0222.1_gene=WBGene00015053	76	286	0.265734265734266
>B0222.2_gene=WBGene00015054	1	495	0.00202020202020202
>B0222.3_gene=WBGene00015055	10	495	0.0202020202020202
>B0222.4_gene=WBGene00006418	1	543	0.00184162062615101
>B0222.5_gene=WBGene00015056	27	370	0.072972972972973
>B0222.6_gene=WBGene00000717	220	295	0.745762711864407
>B0222.7_gene=WBGene00000718	215	295	0.728813559322034
>B0222.8_gene=WBGene00000599	220	295	0.745762711864407
>B0222.9_gene=WBGene00015057	28	1258	0.0222575516693164
>B0222.11_gene=WBGene00044582	32	357	0.0896358543417367
>B0222.15_gene=WBGene00235316	0	117	0
>B0228.1_gene=WBGene00015059	7	225	0.0311111111111111
>B0228.4a_gene=WBGene00015061	837	1634	0.512239902080783
>B0228.4c_gene=WBGene00015061	2215	7706	0.287438359719699
>B0228.4d_gene=WBGene00015061	794	1380	0.57536231884058
>B0228.4e_gene=WBGene00015061	726	2703	0.268590455049944
>B0228.5a_gene=WBGene00015062	0	116	0
>B0228.5b_gene=WBGene00015062	0	115	0
>B0228.6_gene=WBGene00015063	37	294	0.125850340136054
>B0228.7_gene=WBGene00015064	1	289	0.00346020761245675
>B0228.8_gene=WBGene00015065	0	455	0
>B0228.9_gene=WBGene00015066	23	444	0.0518018018018018
>B0238.1_gene=WBGene00015067	0	546	0
>B0238.3_gene=WBGene00015068	0	281	0
>B0238.5a_gene=WBGene00015069	4	312	0.0128205128205128
>B0238.6_gene=WBGene00015070	8	324	0.0246913580246914
>B0238.7_gene=WBGene00015071	1	579	0.00172711571675302
>B0238.8_gene=WBGene00015072	0	296	0
>B0238.9_gene=WBGene00015073	245	473	0.517970401691332
>B0238.10_gene=WBGene00015074	81	279	0.290322580645161
>B0238.11_gene=WBGene00015075	141	318	0.443396226415094
>B0238.12_gene=WBGene00015076	0	167	0
>B0238.15_gene=WBGene00044537	29	83	0.349397590361446
>B0240.1_gene=WBGene00004359	0	458	0
>B0240.2_gene=WBGene00007117	30	775	0.0387096774193548
>B0240.3a_gene=WBGene00000907	100	1078	0.0927643784786642
>B0240.3b_gene=WBGene00000907	100	860	0.116279069767442
>B0240.4_gene=WBGene00007118	47	589	0.0797962648556876
>B0244.2_gene=WBGene00002048	112	768	0.145833333333333
>B0244.4a_gene=WBGene00015079	0	310	0
>B0244.4b_gene=WBGene00015079	0	359	0
>B0244.4c_gene=WBGene00015079	0	297	0
>B0244.5_gene=WBGene00015080	0	363	0
>B0244.6_gene=WBGene00015081	3	375	0.008
>B0244.7_gene=WBGene00015082	0	365	0
>B0244.8_gene=WBGene00015083	18	552	0.0326086956521739
>B0244.9_gene=WBGene00015084	0	181	0
>B0244.10a_gene=WBGene00015085	0	369	0
>B0244.10b_gene=WBGene00015085	0	98	0
>B0244.15_gene=WBGene00206513	10	385	0.025974025974026
>B0244.16_gene=WBGene00271577	0	361	0
>B0244.17_gene=WBGene00271715	0	353	0
>B0250.1_gene=WBGene00004413	124	261	0.475095785440613
>B0250.2_gene=WBGene00007119	93	178	0.52247191011236
>B0250.5_gene=WBGene00007122	5	300	0.0166666666666667
>B0250.6_gene=WBGene00007123	0	284	0
>B0250.7b_gene=WBGene00007124	1	39	0.0256410256410256
>B0250.8_gene=WBGene00007125	28	167	0.167664670658683
>B0250.9_gene=WBGene00007126	0	458	0
>B0250.10_gene=WBGene00007127	0	284	0
>B0250.18a_gene=WBGene00206505	15	54	0.277777777777778
>B0250.18b_gene=WBGene00206505	0	22	0
>B0252.1_gene=WBGene00015087	5	810	0.00617283950617284
>B0252.2_gene=WBGene00000211	10	565	0.0176991150442478
>B0252.3a_gene=WBGene00015088	4	298	0.0134228187919463
>B0252.3b_gene=WBGene00015088	4	485	0.00824742268041237
>B0252.3c_gene=WBGene00015088	4	465	0.00860215053763441
>B0252.4a_gene=WBGene00000886	8	148	0.0540540540540541
>B0252.4b_gene=WBGene00000886	13	162	0.0802469135802469
>B0252.5_gene=WBGene00015089	37	210	0.176190476190476
>B0252.8_gene=WBGene00044615	0	70	0
>B0252.11_gene=WBGene00305086	1	80	0.0125
>B0261.1_gene=WBGene00015091	660	780	0.846153846153846
>B0261.2a_gene=WBGene00002583	298	2696	0.11053412462908
>B0261.2b_gene=WBGene00002583	312	2693	0.115855922762718
>B0261.4a_gene=WBGene00015092	89	235	0.378723404255319
>B0261.4b_gene=WBGene00015092	94	217	0.433179723502304
>B0261.5_gene=WBGene00015093	166	197	0.842639593908629
>B0261.6a_gene=WBGene00015094	73	154	0.474025974025974
>B0261.6b_gene=WBGene00015094	0	85	0
>B0261.7_gene=WBGene00015095	69	352	0.196022727272727
>B0261.8_gene=WBGene00015096	181	182	0.994505494505495
>B0261.9_gene=WBGene00195057	0	168	0
>B0272.1_gene=WBGene00006538	36	445	0.0808988764044944
>B0272.2_gene=WBGene00007128	22	214	0.102803738317757
>B0272.3_gene=WBGene00007129	2	310	0.00645161290322581
>B0272.4_gene=WBGene00007130	0	256	0
>B0273.1a_gene=WBGene00015097	16	224	0.0714285714285714
>B0273.1b_gene=WBGene00015097	16	95	0.168421052631579
>B0273.2_gene=WBGene00004243	38	486	0.0781893004115226
>B0273.3_gene=WBGene00015098	19	426	0.0446009389671361
>B0273.4a_gene=WBGene00006745	72	920	0.0782608695652174
>B0273.4b_gene=WBGene00006745	60	568	0.105633802816901
>B0273.4c_gene=WBGene00006745	80	948	0.0843881856540084
>B0273.4d_gene=WBGene00006745	73	812	0.0899014778325123
>B0273.4e_gene=WBGene00006745	61	753	0.0810092961487384
>B0273.4f_gene=WBGene00006745	42	658	0.0638297872340425
>B0273.115_gene=WBGene00206473	0	128	0
>B0280.1a_gene=WBGene00015099	0	336	0
>B0280.1b_gene=WBGene00015099	0	326	0
>B0280.2_gene=WBGene00015100	230	628	0.36624203821656
>B0280.3_gene=WBGene00015101	2	252	0.00793650793650794
>B0280.4_gene=WBGene00003845	33	243	0.135802469135802
>B0280.5_gene=WBGene00015102	157	525	0.299047619047619
>B0280.7_gene=WBGene00015103	10	345	0.0289855072463768
>B0280.8_gene=WBGene00003609	17	396	0.0429292929292929
>B0280.9_gene=WBGene00015104	61	430	0.141860465116279
>B0280.10a_gene=WBGene00015105	5	401	0.0124688279301746
>B0280.10b_gene=WBGene00015105	0	154	0
>B0280.10c_gene=WBGene00015105	11	380	0.0289473684210526
>B0280.11_gene=WBGene00015106	136	442	0.307692307692308
>B0280.12a_gene=WBGene00001613	68	909	0.0748074807480748
>B0280.12b_gene=WBGene00001613	58	978	0.0593047034764826
>B0280.13_gene=WBGene00015107	426	617	0.690437601296596
>B0280.17_gene=WBGene00044674	74	261	0.283524904214559
>B0281.1_gene=WBGene00015108	0	155	0
>B0281.3_gene=WBGene00015110	13	330	0.0393939393939394
>B0281.4_gene=WBGene00015111	0	148	0
>B0281.5a_gene=WBGene00015112	1	208	0.00480769230769231
>B0281.5b_gene=WBGene00015112	5	180	0.0277777777777778
>B0281.6_gene=WBGene00015113	2	213	0.00938967136150235
>B0281.8_gene=WBGene00015114	1	293	0.00341296928327645
>B0284.1_gene=WBGene00007131	225	432	0.520833333333333
>B0284.2_gene=WBGene00007132	214	425	0.503529411764706
>B0284.3_gene=WBGene00007133	60	94	0.638297872340426
>B0284.4_gene=WBGene00007134	187	421	0.444180522565321
>B0285.1a_gene=WBGene00007135	434	731	0.593707250341997
>B0285.1b_gene=WBGene00007135	436	735	0.593197278911565
>B0285.1c_gene=WBGene00007135	435	732	0.594262295081967
>B0285.3_gene=WBGene00007136	154	167	0.922155688622755
>B0285.4_gene=WBGene00007137	5	334	0.0149700598802395
>B0285.5_gene=WBGene00002003	22	617	0.0356564019448947
>B0285.6_gene=WBGene00007138	13	575	0.0226086956521739
>B0285.7_gene=WBGene00007139	98	782	0.125319693094629
>B0285.8_gene=WBGene00000511	5	372	0.0134408602150538
>B0285.9_gene=WBGene00000512	4	370	0.0108108108108108
>B0285.10_gene=WBGene00000513	0	369	0
>B0286.1_gene=WBGene00015115	150	231	0.649350649350649
>B0286.2a_gene=WBGene00002252	265	1339	0.197908887229276
>B0286.2b_gene=WBGene00002252	120	460	0.260869565217391
>B0286.3_gene=WBGene00015116	2	424	0.00471698113207547
>B0286.4a_gene=WBGene00003825	212	445	0.476404494382022
>B0286.4b_gene=WBGene00003825	136	368	0.369565217391304
>B0286.4c_gene=WBGene00003825	88	318	0.276729559748428
>B0286.4d_gene=WBGene00003825	137	359	0.381615598885794
>B0286.5_gene=WBGene00001438	44	324	0.135802469135802
>B0286.6_gene=WBGene00023425	10	280	0.0357142857142857
>B0294.1_gene=WBGene00015117	10	145	0.0689655172413793
>B0294.3_gene=WBGene00015118	0	189	0
>B0302.1a_gene=WBGene00002207	589	1238	0.475767366720517
>B0302.1b_gene=WBGene00002207	561	1131	0.496021220159151
>B0302.2_gene=WBGene00015119	20	34	0.588235294117647
>B0302.4_gene=WBGene00015121	0	32	0
>B0302.5_gene=WBGene00015122	144	166	0.867469879518072
>B0303.2_gene=WBGene00015124	24	274	0.0875912408759124
>B0303.3_gene=WBGene00015125	7	449	0.0155902004454343
>B0303.4_gene=WBGene00015126	240	617	0.388978930307942
>B0303.7a_gene=WBGene00015128	204	494	0.412955465587045
>B0303.7b_gene=WBGene00015128	170	468	0.363247863247863
>B0303.8_gene=WBGene00015129	0	240	0
>B0303.9_gene=WBGene00015130	7	604	0.0115894039735099
>B0303.11a_gene=WBGene00015131	39	910	0.0428571428571429
>B0303.11b_gene=WBGene00015131	39	928	0.0420258620689655
>B0303.14_gene=WBGene00015132	175	408	0.428921568627451
>B0303.15_gene=WBGene00015133	11	196	0.0561224489795918
>B0303.16_gene=WBGene00044678	0	309	0
>B0304.1a_gene=WBGene00001948	205	321	0.638629283489097
>B0304.1b_gene=WBGene00001948	191	325	0.587692307692308
>B0304.1c_gene=WBGene00001948	190	320	0.59375
>B0304.2_gene=WBGene00015134	180	219	0.821917808219178
>B0304.3_gene=WBGene00015135	9	535	0.0168224299065421
>B0304.4_gene=WBGene00015136	14	129	0.108527131782946
>B0304.5_gene=WBGene00005058	0	339	0
>B0304.6_gene=WBGene00005059	0	328	0
>B0304.7_gene=WBGene00005060	2	356	0.00561797752808989
>B0304.8_gene=WBGene00005061	1	340	0.00294117647058824
>B0304.9_gene=WBGene00005062	0	355	0
>B0310.1a_gene=WBGene00015137	14	265	0.0528301886792453
>B0310.1b_gene=WBGene00015137	14	293	0.0477815699658703
>B0310.2a_gene=WBGene00015138	131	414	0.316425120772947
>B0310.2b_gene=WBGene00015138	126	351	0.358974358974359
>B0310.3_gene=WBGene00015139	91	418	0.217703349282297
>B0310.5a_gene=WBGene00015141	4	532	0.0075187969924812
>B0310.5b_gene=WBGene00015141	0	172	0
>B0310.6_gene=WBGene00015142	0	96	0
>B0331.1_gene=WBGene00007140	3	503	0.00596421471172962
>B0331.2_gene=WBGene00007141	0	524	0
>B0334.1_gene=WBGene00007142	0	140	0
>B0334.2_gene=WBGene00006660	0	282	0
>B0334.3a_gene=WBGene00007143	23	635	0.0362204724409449
>B0334.3b_gene=WBGene00007143	17	564	0.0301418439716312
>B0334.4_gene=WBGene00007144	0	211	0
>B0334.5_gene=WBGene00007145	51	421	0.121140142517815
>B0334.6_gene=WBGene00007146	0	395	0
>B0334.7_gene=WBGene00005267	0	339	0
>B0334.8a_gene=WBGene00000090	58	1183	0.0490278951817413
>B0334.8b_gene=WBGene00000090	0	77	0
>B0334.10_gene=WBGene00007148	17	183	0.092896174863388
>B0334.11a_gene=WBGene00003868	119	449	0.265033407572383
>B0334.11b_gene=WBGene00003868	123	447	0.275167785234899
>B0334.13_gene=WBGene00007149	32	125	0.256
>B0334.15_gene=WBGene00195248	35	145	0.241379310344828
>B0334.20_gene=WBGene00219293	12	67	0.17910447761194
>B0336.1a_gene=WBGene00006943	139	797	0.174404015056462
>B0336.1b_gene=WBGene00006943	91	743	0.122476446837147
>B0336.2_gene=WBGene00000182	0	182	0
>B0336.3a_gene=WBGene00015143	386	720	0.536111111111111
>B0336.3b_gene=WBGene00015143	363	713	0.509116409537167
>B0336.3c_gene=WBGene00015143	383	722	0.530470914127424
>B0336.3d_gene=WBGene00015143	345	656	0.525914634146341
>B0336.4a_gene=WBGene00004348	150	493	0.304259634888438
>B0336.4b_gene=WBGene00004348	150	460	0.326086956521739
>B0336.5a_gene=WBGene00015145	72	202	0.356435643564356
>B0336.5b_gene=WBGene00015145	70	205	0.341463414634146
>B0336.6_gene=WBGene00015146	256	470	0.54468085106383
>B0336.7a_gene=WBGene00015147	107	502	0.213147410358566
>B0336.7b_gene=WBGene00015147	34	412	0.0825242718446602
>B0336.8_gene=WBGene00002982	26	119	0.218487394957983
>B0336.9a_gene=WBGene00006359	466	750	0.621333333333333
>B0336.9b_gene=WBGene00006359	452	664	0.680722891566265
>B0336.9c_gene=WBGene00006359	21	67	0.313432835820896
>B0336.9d_gene=WBGene00006359	499	752	0.663563829787234
>B0336.9e_gene=WBGene00006359	24	75	0.32
>B0336.10_gene=WBGene00004435	3	141	0.0212765957446809
>B0336.11a_gene=WBGene00015148	78	568	0.137323943661972
>B0336.11b_gene=WBGene00015148	92	315	0.292063492063492
>B0336.12_gene=WBGene00015149	28	28	1
>B0336.13_gene=WBGene00015150	24	140	0.171428571428571
>B0344.2_gene=WBGene00006955	336	554	0.606498194945848
>B0348.1_gene=WBGene00015151	0	88	0
>B0348.2a_gene=WBGene00015152	0	87	0
>B0348.2b_gene=WBGene00015152	21	21	1
>B0348.4a_gene=WBGene00001177	477	1420	0.335915492957746
>B0348.4b_gene=WBGene00001177	475	1432	0.331703910614525
>B0348.4c_gene=WBGene00001177	34	593	0.0573355817875211
>B0348.4d_gene=WBGene00001177	550	1513	0.363516192994052
>B0348.4e_gene=WBGene00001177	552	1501	0.367754830113258
>B0348.4f_gene=WBGene00001177	448	1407	0.318407960199005
>B0348.4g_gene=WBGene00001177	450	1395	0.32258064516129
>B0348.4h_gene=WBGene00001177	374	1326	0.282051282051282
>B0348.4i_gene=WBGene00001177	376	1314	0.286149162861492
>B0348.4j_gene=WBGene00001177	377	1347	0.279881217520416
>B0348.4k_gene=WBGene00001177	379	1335	0.283895131086142
>B0348.4l_gene=WBGene00001177	299	1266	0.236176935229068
>B0348.4m_gene=WBGene00001177	301	1254	0.240031897926635
>B0348.4n_gene=WBGene00001177	550	1485	0.37037037037037
>B0348.4o_gene=WBGene00001177	552	1473	0.374745417515275
>B0348.4p_gene=WBGene00001177	475	1404	0.338319088319088
>B0348.4q_gene=WBGene00001177	477	1392	0.342672413793103
>B0348.4r_gene=WBGene00001177	448	1379	0.3248730964467
>B0348.4s_gene=WBGene00001177	450	1367	0.329188002926116
>B0348.4t_gene=WBGene00001177	374	1298	0.288135593220339
